Empresa;CUIT;Expte;Calle;Nro;Piso;Dpto;CPA;Localidad;Provincia;Telefono;RegComercializacion;RegFabricacion;Dispo;FechaDispo;Vence
QUANTUM TECNOLOGIA S.A.;30-70867697-3;EXPCNC 6925/2012;LAVARDEN;145;PB        ;    ;C1437FBC;CABA;CIUDAD DE BUENOS AIRES;(011  )5253-8025;30-2202;0;4307 ENACOM/2016;21/06/2016;21/06/2019
QUONON S.R.L.;30-61228380-6;;LAVOISIER;3536;          ;    ;C1431DTL;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4572-6832;30-1192;0;5236 CN/1993;30/09/1993;30/09/1996
RACKLATINA S.A.;30-67969632-3;EXPCNC 7338/2005;GAONA;2682;          ;    ;B1746DAR;FRANCISCO ALVAREZ;BUENOS AIRES;;30-1546;0;1715 GI/2009;15/10/2012;15/10/2015
RACKLATINA S.A.;30-67969632-3;EXPCNC 7338/2005;YRIGOYEN PRESIDENTE HIPOLITO;615;4;A   ;C1086AAI;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4342-2662;30-1546;0;1715 GI/2009;15/10/2012;15/10/2015
RADIO AVISO S.A.;30-59096645-9;;LIBERTAD;1796;          ;    ;X5004FEL;CORDOBA;CORDOBA;(0351 )4478-9704;30-1151;0;709 CN/1991;30/11/1991;30/11/1994
RADIO AVISO S.A.;30-59096645-9;;VIRREY NICOLAS ANTONIO ARREDONDO;2310;4;9;C1426DZD;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1151;0;709 CN/1991;30/11/1991;30/11/1994
RADIO EXPRESS S.A.;30-68302496-8;EXPCNC E 10519/1998;TUCUMAN;540;25;E   ;C1049AAL;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4327-4555;30-1324;0;3628 GI/1998;11/09/1998;11/09/2001
RADIO LLAMADA S.A.C.I.;30-54380000-3;EXPCNT E 28080/1996;CORRIENTES;1965;13;E   ;C1045AAB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-678;0;761 GI/1996;28/02/1996;28/02/1999
RADIO LLAMADA S.A.C.I.;30-54380000-3;EXPCNT E 28080/1996;MOREAU DE JUSTO ALICIA;1848;2;33;C1107AFL;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4313-2708;30-678;0;761 GI/1996;28/02/1996;28/02/1999
RADIO VICTORIA ARGENTINA S.A.;30-58481198-2;EXPCNC 5607/2005;COMBATE DE MONTEVIDEO;755;          ;    ;V9420DQO;RIO GRANDE;TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR;(011  )4863-4000;30-1531;02-641;3195 APN-DNLAYR#ENACOM/2025;06/11/2025;06/11/2028
RADIO VICTORIA ARGENTINA S.A.;30-58481198-2;EXPCNC 5607/2005;TTE. GRAL. JUAN D. PERON;2825;          ;    ;C1028AAA;CABA;CIUDAD DE BUENOS AIRES;;30-1531;02-641;3195 APN-DNLAYR#ENACOM/2025;06/11/2025;06/11/2028
RADIO VICTORIA S.A.I.C.;33-53533849-9;;PERON TTE GRAL JUAN DOMINGO;2823;          ;    ;C1198AAA;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1042;0;225 CN/1991;24/05/1991;24/05/1994
RADIONET S.R.L.;33-70796374-9;EXPCNC 8580/2004;MERCEDES;166;PB        ;4;C1407AHB;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4636-2363;30-1506;0;440 GI/2008;30/01/2008;30/01/2011
RAICOM S.A.;30-64478447-5;EXPCNC 1302/2014;ANGEL GALLARDO;618;2;C   ;C1405DJT;CABA;CIUDAD DE BUENOS AIRES;(011  )4958-4906;30-2892;02-653;10408 -APN-DNAYRT#ENACOM/2023;24/11/2023;24/11/2026
RAIZEN ARGENTINA S.A.U.;30-50672680-4;EX- -APN-REYS#ENACOM 52940555/2021;DEL LIBERTADOR;7208;15;    ;C1429BMS;CABA;CIUDAD DE BUENOS AIRES;;30-2728;0;7436 APN-DNAYRT#ENACOM/2024;12/08/2024;12/08/2027
RAMOS, MARCOS DANIEL;20-24659066-5;EXPCNC 3413/2007;J.V. GONZALEZ;769;          ;    ;6300;SANTA ROSA;LA PAMPA;(02954)43  -2373;30-1631;0;3929 GI/2010;19/11/2010;19/11/2013
RAMOS, MARCOS DANIEL;20-24659066-5;EXPCNC 3413/2007;YRIGOYEN PRESIDENTE HIPOLITO;615;4;A   ;C1086AAI;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4342-2662;30-1631;0;3929 GI/2010;19/11/2010;19/11/2013
RANKO S.A.;30-63233179-3;EXPCNC 7708/2003;GAONA;3353;5;A   ;1406;CABA;CIUDAD DE BUENOS AIRES;;30-2173;0;2630 APN-DNAYRT#ENACOM/2025;16/07/2025;16/07/2028
RAYO ELECTRONICA S.C.A.;30-53085098-2;;BELGRANO MANUEL;990;6;    ;C1092AAW;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4334-1779;30-900;0;4047 SU/1988;29/02/1988;28/02/1991
REC TECH S.A.U.;30-71805480-6;EX- -APN-REYS#ENACOM 34733398/2024;ZAPIOLA;737;1;    ;1426;CABA;CIUDAD DE BUENOS AIRES;(011  )7894-7256;30-2929;0;4203 DNAYRT#ENACOM/2024;23/04/2024;23/04/2027
RECYCLER S.A.;30-71292480-9;EX- -APN-REYS#ENACOM 57879783/2020;25 DE MAYO;901;          ;    ;3100;PARANA;CORRIENTES;(0343 )421 -7880;30-2657;0;4427 APN-DNAYRT#ENACOM/2020;29/10/2020;29/10/2023
RECYCLER S.A.;30-71292480-9;EX- -APN-REYS#ENACOM 57879783/2020;HIPOLITO YRIGOYEN;820;2;6;1086;CABA;CIUDAD DE BUENOS AIRES;;30-2657;0;4427 APN-DNAYRT#ENACOM/2020;29/10/2020;29/10/2023
REDCOTEL S.A.;30-70907159-5;EXPCNC 10439/2005;ALSINA DOCTOR ADOLFO;971;4;    ;C1088AAA;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )5917-8496;30-1560;0;809 GI/2009;11/03/2009;11/03/2012
REDES Y DISTRIBUCION S.A.;30-70790057-8;EXPCNC 2181/2005;CUBA;2777;          ;    ;C1428AES;CABA;CIUDAD DE BUENOS AIRES;(011  )4896-9801;30-2515;0;5942 APN-DNAYRT#ENACOM/2019;06/05/2019;06/05/2022
REHUE S.A.;30-71132981-8;EX- -APN-REYS#ENACOM 117768500/2024;ALBERDI;1440;          ;    ;5519;SAN JOSE;MENDOZA;;30-2969;02-672;12072 APN-DNAYRT#ENACOM/2024;22/11/2024;22/11/2027
RENAULT ARGENTINA S.A.;30-50331781-4;EXPCNC 240/2010;SANTA MARIA DE ORO FRAY JUSTO;1744;          ;    ;C1414DBB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4778-2000;30-3042;0;950 APN-DNLAYR#ENACOM/2025;30/09/2025;30/09/2028
RENAULT TRUCKS ARGENTINA S.A.;33-66200181-9;EXPCNC 14314/2014;AVDA. CORRIENTES;327;12;    ;C1043AAD;CABA;CIUDAD DE BUENOS AIRES;(011  )9999-9999;30-2033;0;4047 GI/2014;30/10/2014;30/10/2017
RENAULT TRUCKS ARGENTINA S.A.;33-66200181-9;EXPCNC 14314/2014;COSTA RICA;5490;          ;    ;B1615GKX;GRAND BOURG;BUENOS AIRES;(03327)41  -5667;30-2033;0;4047 GI/2014;30/10/2014;30/10/2017
RENSET S.A.;30-64193122-1;;CORRIENTES;330;6;612;C1043AAQ;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1184;02-462;3763 CN/1993;05/08/1993;05/08/1996
RENSET S.A.;30-64193122-1;;SARMIENTO DOMINGO FAUSTINO;246;3;    ;C1041AAF;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4331-1314;30-1184;02-462;3763 CN/1993;05/08/1993;05/08/1996
REPRESENTACIONES DE COMUNICACIONES S.A.;30-65613098-5;;AV. URUGUAY;4958;          ;    ;1609;BOULOGNE;BUENOS AIRES;(011  )4856-6775;30-1176;0;2525 CN/1993;13/05/1993;13/05/1996
RESEARCH IN MOTION ARGENTINA S.A.;30-71049373-8;EXPCNC 4865/2011;ALEM LEANDRO NICEFORO;1110;13;    ;C1001AAT;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )5556-5967;30-1832;0;2514 GI/2011;27/06/2011;27/06/2014
RESPIFLOW S.A.;30-70824925-0;EX- -APN-SDYME#ENACOM 24586782/2017;CALLAO;441;17;D   ;C1022AAE;CABA;CIUDAD DE BUENOS AIRES;(011  )4374-4957;30-2383;0;1847 APN-DNAYRT#ENACOM/2017;04/12/2017;04/12/2020
RESTEL S.A.;30-66122144-1;EXPCNC E 13839/1999;LIBERTI TOMAS;1236;PB        ;B   ;C1265ABB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )5032-8682;30-1355;02-462;3682 GI/2009;27/10/2009;27/10/2012
RESTEL S.A.;30-66122144-1;EXPCNC E 13839/1999;TOMAS LIBERTI;1236;PB        ;B   ;1265;CIUDAD DE BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1355;02-462;3682 GI/2009;27/10/2009;27/10/2012
RETAIL COMMUNICATION S.A.;30-70809619-5;EXPCNC 11553/2007;VILELA;1980;          ;    ;C1429DAB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4701-4636;30-1677;0;85 GI/2008;14/01/2008;14/01/2011
REVILT S.A.;30-68061122-6;;AVENIDA L N ALEM ;734;9;    ;C1001AAP;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1043;0;225 CN/1991;24/05/1991;24/05/1994
RF INNOVATION S.R.L.;30-71421173-7;EX- -APN-ALYAT#ENACOM 41172880/2026;TRIPOLI;4030;          ;    ;1419;CABA;CIUDAD DE BUENOS AIRES;(011  )5501-4049;30-3094;0;7829 APN-DNLAYR#ENACOM/2026;21/05/2026;01/01/2099
RGIS ARGENTINA SERVICIOS DE STOCK S.R.L.;30-70721677-4;EXPAFTIC 6354/2015;BERUTI;4583;3;    ;1425;CABA;CIUDAD DE BUENOS AIRES;;30-2168;0;1290 ENACOM/2016;13/04/2016;13/04/2019
RGIS ARGENTINA SERVICIOS DE STOCK S.R.L.;30-70721677-4;EXPAFTIC 6354/2015;ROSALES;2483;2;AYB ;1636;OLIVOS;BUENOS AIRES;(011  )4799-7707;30-2168;0;1290 ENACOM/2016;13/04/2016;13/04/2019
RI ARMOBAR S.A.S.;30-71658771-8;EX- -APN-ALYAT#ENACOM 59813662/2026;CARLOS PELLEGRINI;3131;          ;    ;7600;MAR DEL PLATA;BUENOS AIRES;(0223 )520 -7063;30-3118;0;8943 DNLAYR#ENACOM/2026;16/07/2026;01/01/2099
RIBEIRO SOCIEDAD ANONIMA COMERCIAL, INDUSTRIAL, FINANCIERA, AGROPECUARIA E INMOBILIARIA;30-52596685-9;EXPAFTIC 4144/2015;AVDA. CORRIENTES;4678;          ;    ;C1195AAS;CABA;CIUDAD DE BUENOS AIRES;(011  )5235-7999;30-2137;0;443 DINAPTIC/2015;27/10/2015;27/10/2018
RICOH ARGENTINA SOCIEDAD ANONIMA;30-50423158-1;EXPCNC 10417/2014;LEANDRO N. ALEM;986;10º       ;    ;C1001AAR;CABA;CIUDAD DE BUENOS AIRES;(011  )4829-1200;30-2462;0;11178 APN-DNAYRT#ENACOM/2024;16/10/2024;16/10/2027
RINGER S.A.;33-59613398-9;;CERRITO;1054;4;    ;C1010AAV;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4814-3483;30-855;0;21 CN/1991;11/01/1991;11/01/1994
RIVA, GUILLERMO ANDRES;20-14989413-7;;LAPRIDA;1357;          ;    ;B2942DXQ;BARADERO;BUENOS AIRES;(0332 )48  -3143;30-895;0;4047 SU/1988;29/02/1988;28/02/1991
RMI ELECTRONICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-70821096-6;EXPCNC 6083/2006;JUAN MANUEL DE ROSAS;2969;          ;B7  ;B1655ABA;JOSE LEON SUAREZ;BUENOS AIRES;(011  )4722-1101;30-3088;0;7398 APN-DNLAYR/2026;12/05/2026;
RMI ELECTRONICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-70821096-6;EXPCNC 6083/2006;MONTEVIDEO;566;3;A   ;1019;CABA;CIUDAD DE BUENOS AIRES;(011  )9999-9999;30-3088;0;7398 APN-DNLAYR/2026;12/05/2026;
ROBERT BOSCH ARGENTINA INDUSTRIAL S.A.;30-67742314-1;EXPCNC 5058/2015;BLANCO ENCALADA;250;          ;    ;B1642AMQ;SAN ISIDRO;BUENOS AIRES;(011  )5296-5239;30-3001;0;925 APN-DNAYRT#ENACOM/2025;22/04/2025;22/04/2028
ROBERT BOSCH ARGENTINA INDUSTRIAL S.A.;30-67742314-1;EXPCNC 5058/2015;SUIPACHA;1111;18°       ;    ;C1008AAW;CABA;CIUDAD DE BUENOS AIRES;(011  )5296-5200;30-3001;0;925 APN-DNAYRT#ENACOM/2025;22/04/2025;22/04/2028
ROBERT BOSCH ARGENTINA S.A.;30-50544501-1;EXPCNC E 6820/1998;AVDA. CORDOBA;5160;PB        ;    ;C1414BAW;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4754-7652;30-1321;0;4469 GI/2010;23/12/2010;23/12/2013
ROBERTO C. RUMBO S.R.L.;30-59042877-5;EX- -APN-REYS#ENACOM 19453328/2023;CONCEJAL TRIBULATO;1050;          ;    ;1663;SAN MIGUEL;BUENOS AIRES;(011  )9999-9999;30-2858;0;2168 -APN-DNAYRT#ENACOM/2023;09/03/2023;01/01/2099
ROBERTO C. RUMBO S.R.L.;30-59042877-5;EX- -APN-REYS#ENACOM 19453328/2023;LEOPOLDO LUGONES;1661;          ;    ;1611;DON TORCUATO ESTE;BUENOS AIRES;(011  )5263-7862;30-2858;0;2168 -APN-DNAYRT#ENACOM/2023;09/03/2023;01/01/2099
ROCHE DIABETES CARE ARGENTINA S.A.;30-71492133-5;EXPENACOM 13671/2016;AVDA. LEANDRO N. ALEM;986;10º       ;    ;C1001AAR;CABA;CIUDAD DE BUENOS AIRES;(011  )2574-1616;30-2919;02-657;2641 APN-DNAYRT#ENACOM/2024;13/03/2024;13/03/2027
ROCHE DIABETES CARE ARGENTINA S.A.;30-71492133-5;EXPENACOM 13671/2016;RAWSON;3150;          ;    ;B1610BAL;RICARDO ROJAS;BUENOS AIRES;(011  )5564-9390;30-2919;02-657;2641 APN-DNAYRT#ENACOM/2024;13/03/2024;13/03/2027
ROCIMEX S.R.L.;30-64265931-2;EXPCNC 3985/2011;PLUTARCO;3022;          ;    ;C1430ESB;CABA;CIUDAD DE BUENOS AIRES;(011  )4983-9239;30-1827;0;1669 GI/2011;20/05/2011;20/05/2014
ROCIMEX S.R.L.;30-64265931-2;EXPCNC 3985/2011;POTOSI;3964;          ;    ;C1199ACF;CABA;CIUDAD DE BUENOS AIRES;(011  )9999-9999;30-1827;0;1669 GI/2011;20/05/2011;20/05/2014
RODADOS DEL PLATA S.A.;30-67814963-9;EXPCNC 6338/2006;DARDO ROCHA;1654;          ;    ;B1640FSR;MARTINEZ;BUENOS AIRES;(011  )4717-0221;30-2887;0;7461 APN-DNAYRT#ENACOM/2023;18/09/2023;18/09/2026
RODADOS DEL PLATA S.A.;30-67814963-9;EXPCNC 6338/2006;URUGUAY;705;11°       ;    ;C1015ABO;CABA;CIUDAD DE BUENOS AIRES;(011  )4717-0221;30-2887;0;7461 APN-DNAYRT#ENACOM/2023;18/09/2023;18/09/2026
RODRIGUEZ, FERNANDO GABRIEL;20-21465754-7;EXPENACOM 4290/2016;GUISE;1984;PB        ;    ;1425;CABA;CIUDAD DE BUENOS AIRES;(011  )5185-1302;30-2209;0;4874 ENACOM/2016;06/07/2016;06/07/2019
ROITZ S.A.;30-71469151-8;EXPCNC 3363/2015;AGUSTIN MAGALDI;1864;1;    ;C1286AFP;CABA;CIUDAD DE BUENOS AIRES;;30-2075;0;1329 GI/2015;16/04/2015;16/04/2018
ROITZ S.A.;30-71469151-8;EXPCNC 3363/2015;ANTARTIDA ARGENTINA;732;          ;    ;1621;BENAVIDEZ;CIUDAD DE BUENOS AIRES;(0348 )462 -7261;30-2075;0;1329 GI/2015;16/04/2015;16/04/2018
ROLNIK, MARISA ANDREA;27-17801707-7;EXPCNC 7459/2009;FALCON CNEL RAMON LORENZO;1440;6;    ;C1406GND;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4431-8000;30-1751;0;3063 GI/2009;01/09/2009;01/09/2012
RONCO S.A.;30-66031602-3;EXPCNT E 29125/1996;AVDA. ADOLFO DAVILA;846;3;1;1107;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4345-6001;30-1271;0;1019 GI/1996;11/04/1996;11/04/1999
RUIZ SEBASTIAN Y GOTTLING MARIA ALEJANDRA S.H.;30-68123787-5;;LAVALLE;1141;          ;    ;1048;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1023;0;96 CN/1991;06/03/1991;06/03/1994
RUNCO HERMANOS S.C.;30-60396211-3;EXPCNT 12592/1994;BERNARDO DE IRIGOYEN;308;1;    ;C1072AAH;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4334-1420;30-1235;0;2343 CN/1994;11/11/1994;11/11/1997
RURALINK COMUNICATION S.A.;30-71006771-2;EXPENACOM 330/2017;AMENABAR;1415;3;C   ;C1426   ;CABA;CIUDAD DE BUENOS AIRES;(011  )999 -9999;30-2278;0;312 -APN-ENACOM#MCO/2017;01/02/2017;01/02/2020
RURALINK COMUNICATION S.A.;30-71006771-2;EXPENACOM 330/2017;AV. BUZON;782;          ;    ;B7000   ;TANDIL;BUENOS AIRES;(0249 )422 -1063;30-2278;0;312 -APN-ENACOM#MCO/2017;01/02/2017;01/02/2020
S.E.A. SISTEMAS ELECTRONICOS ARGENTINOS S.A.;30-52207725-5;;PARANA;690;4;    ;C1017AAN;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4375-4288;30-876;02-403;20 CN/1991;11/01/1991;11/01/1994
S.K.F. ARGENTINA S.A.;30-52547959-1;EX- -APN-REYS#ENACOM 58334468/2023;OLGA COSSETTINI;363;3;    ;1107;CABA;CIUDAD DE BUENOS AIRES;(011  )6532-1640;30-2867;0;5284 -APN-DNAYRT#ENACOM/2023;02/06/2023;02/06/2026
SABELLI Y COMPAÑIA S.R.L.;30-52590731-3;;BRASIL;1765;          ;    ;C1154ABE;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-718;0;4060 SU/1985;14/11/1985;14/11/1988
SADETEL S.A.;30-57498306-8;;CENTRAL Y 12;S/N;          ;    ;Q8302MTA;NEUQUEN;NEUQUEN;(0299 )449 -6000;30-590;0;428 GI/1983;01/01/1983;01/01/1986
SADETEL S.A.;30-57498306-8;;JOSE FELIX BOGADO;4445;          ;    ;C1183AAA;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-590;0;428 GI/1983;01/01/1983;01/01/1986
SADETEL S.A.;30-57498306-8;;SAENZ PEÑA PRES ROQUE;555;3;    ;C1035AAA;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4341-7000;30-590;0;428 GI/1983;01/01/1983;01/01/1986
SAGASTI, EMILIANO JORGE;20-17031766-2;EXPCNC 799/2007;SAENZ VALIENTE JUAN;931;8;54;1428;CABA;CIUDAD DE BUENOS AIRES;(011  )2303-4606;30-2977;0;12953 APN-DNAYRT#ENACOM/2024;27/12/2024;27/12/2027
SAINZ, GEORGE ARIEL;20-05302571-5;;NEWBERY JORGE;3778;          ;    ;C1427EGQ;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-729;0;4007 SU/1986;13/01/1986;13/01/1989
SALAS, CARLOS ALBERTO;20-10810822-4;EXPCNT 14765/1994;BOGOTA;1751;          ;    ;C1406GBE;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4631-6483;30-1237;02-470;2650 CN/1994;07/12/1994;07/12/1997
SAMSUNG ELECTRONICS ARGENTINA S.A.;30-68412579-2;EXPCNC 3749/2015;HIPOLITO BOUCHARD;710;7º        ;    ;C1106ABL;CABA;CIUDAD DE BUENOS AIRES;;30-2443;0;8095 APN-DNAYRT#ENACOM/2024;27/08/2024;27/08/2027
SANCHEZ, ENZO ARIEL;23-26038749-9;;AVDA. GAONA;4547;          ;    ;1702;CIUDADELA;BUENOS AIRES;;30-1082;0;344 CN/1991;12/07/1991;12/07/1994
SANDVIK MINING AND CONSTRUCTION ARGENTINA S.A.;30-70752277-8;;VERA;737;          ;    ;C1414AOO;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4854-1108;30-1087;02-447;344 CN/1991;12/07/1991;12/07/1994
SANGUINETI, GERMAN JORGE;20-27462100-2;EX- -APN-ALYAT#ENACOM 57198996/2026;3 DE FEBRERO;3743;          ;    ;2000;ROSARIO;SANTA FE;;30-3116;0;8925 APN-DNLAYR#ENACOM/2026;16/07/2026;01/01/2099
SATELCO INGENIERIA S.A.;30-70725232-0;EXPCNC 941/2004;SARMIENTO DOMINGO FAUSTINO;1919;          ;    ;S2000FVE;ROSARIO;SANTA FE;(0341 )449 -2131;30-2073;0;1242 GI/2015;16/04/2015;16/04/2018
SATELCO INGENIERIA S.A.;30-70725232-0;EXPCNC 941/2004;TUCUMAN;540;15;E   ;C1049AAL;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4325-1774;30-2073;0;1242 GI/2015;16/04/2015;16/04/2018
SATELCO S.R.L.;30-64104966-9;;OROÑO;1406;2;C   ;2000;ROSARIO;SANTA FE;;0;02-446;96 CN/1991;06/03/1991;06/03/1994
SATELIDATOS S.A.;30-69878259-1;EXPCNC E 14671/1999;ESPINOSA GERVASIO;845;          ;    ;C1405AMI;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4433-5600;30-1356;0;5275 GI/1999;17/11/1999;17/11/2002
SATELNET S.A.;30-63691504-8;EXPCNT 5162/1994;FLORIDA;537;5;    ;C1005AAK;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4393-1744;30-1216;0;1301 CN/1994;13/07/1994;13/07/1997
SATO ARGENTINA S.A.;30-64497347-2;EXPCNC 10536/2014;POLA;3166;          ;    ;C1439ENL;CABA;CIUDAD DE BUENOS AIRES;(011  )4887-9000;30-2893;0;8077 APN-DNAYRT#ENACOM/2023;23/10/2023;23/10/2026
SCANIA ARGENTINA S.A.U.;30-51742430-3;EXPCNC 4149/2012;BUTTY ING ENRIQUE;240;          ;    ;C1001AFB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(03327)4510-0000;30-2738;0;5019 APN-DNAYRT#ENACOM/2021;15/11/2021;15/11/2024
SCHLUMBERGER ARGENTINA S.A.;30-52659878-0;EXPCNC E 7733/2001;SAENZ PEÑA PRES ROQUE;1149;13;    ;C1035AAG;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4344-5100;30-2117;0;228 DINAPTIC/2015;21/08/2015;21/08/2018
SCHMIDBERG, EDUARDO MIGUEL;23-07603732-9;EXPCNC 7967/2007;ZAPIOLA BDIER GRAL JOSE MATIAS;1834;5;C   ;C1428CWB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4144-0477;30-1658;0;4654 GI/2007;08/10/2007;08/10/2010
SCHNEIDER ELECTRIC ARGENTINA S.A.;30-59219954-4;EXPCNC 13616/2014;ROQUE SAENZ PEÑA;1134;2;    ;1035;CABA;CIUDAD DE BUENOS AIRES;(011  )3110-3211;30-2962;02-670;8336 APN-DNAYRT#ENACOM/2024;03/09/2024;03/09/2027
SCHNEIDER ELECTRIC SYSTEMS ARGENTINA S.A.;30-71088274-2;EXPCNC 14386/2012;NUÑEZ IGNACIO;4334;          ;    ;C1430AND;CABA;CIUDAD DE BUENOS AIRES;(011  )6345-2100;30-1888;0;168 GI/2013;11/01/2013;11/01/2016
SCHREDER ARGENTINA S.A.;30-70969638-2;EXPCNC 459/2013;DR. ALEUS;3115;          ;    ;1651;SAN ANDRES;BUENOS AIRES;(011  )4517-8873;30-2413;0;1533 APN-DNAYRT#ENACOM/2018;20/03/2018;20/03/2021
SCHREDER ARGENTINA S.A.;30-70969638-2;EXPCNC 459/2013;REGIMIENTO PATRICIOS;1052;          ;517;1265;CABA;CIUDAD DE BUENOS AIRES;;30-2413;0;1533 APN-DNAYRT#ENACOM/2018;20/03/2018;20/03/2021
SEAM S.R.L.;30-59944166-9;EXPCNT 18261/1994;9 DE JULIO;1101;          ;    ;B8000AQW;BAHIA BLANCA;BUENOS AIRES;(0291 )454 -4360;30-672;0;63 CN/1995;12/01/1995;12/01/1998
SECONT S.R.L.;30-61594225-8;EXPCNC E 5922/2001;VIRREY LORETO;2878;          ;    ;C1426DYB;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4551-2455;30-1406;0;3469 GI/2004;18/10/2004;18/10/2007
SECOR COMUNICACIONES S.A.;33-63584970-9;;MONROE;2630;8;B   ;C1428BLR;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4543-4135;30-1203;0;151 CN/1993;03/12/1993;03/12/1996
SEGDATRON SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-69525421-7;EXPCNC E 2385/2001;IBERA;1903;          ;    ;C1429CLI;CABA;CIUDAD DE BUENOS AIRES;(011  )4702-9939;30-2612;0;4891 DNAYRT#ENACOM/2023;19/05/2023;
SEL LATIN AMERICA LLC;30-71166817-5;EX- -APN-SDYME#ENACOM 39189113/2018;ESMERALDA;819;2;C   ;1007;CABA;CIUDAD DE BUENOS AIRES;(011  )4314-0997;30-2739;0;12578 APN-DNAYRT#ENACOM/2024;19/12/2024;19/12/2027
SEL LATIN AMERICA LLC;30-71166817-5;EX- -APN-SDYME#ENACOM 39189113/2018;MONROE;87;1;B   ;B1609DYA;BOULOGNE;BUENOS AIRES;(011  )4765-1843;30-2739;0;12578 APN-DNAYRT#ENACOM/2024;19/12/2024;19/12/2027
SELEC S.A.;30-61518748-4;EXPCNC 13706/2012;CRAMER;3355;          ;    ;C1429AJI;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4704-5080;30-1889;0;166 GI/2013;11/01/2013;11/01/2016
SELEC S.A.;30-61518748-4;EXPCNC 13706/2012;ROCA PRES GRAL JULIO ARGENTINO;1649;          ;    ;S2000CYG;ROSARIO;SANTA FE;(0341 )426 -0002;30-1889;0;166 GI/2013;11/01/2013;11/01/2016
SELECTION S.A.I.C.F.I.;30-53734433-0;;PERON TTE GRAL JUAN DOMINGO;1561;1;    ;C1037ACC;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4382-2400;30-921;0;3763 CN/1993;05/08/1993;05/08/1996
