empresa,telefono,es_movil,email,sitio_web,rubro,ciudad
Lopez Orozco srl,+542644250299,no,sanjuan@lopezorozco.com.ar,https://www.lopezorozco.com.ar/,hardware,San Juan
Cerrajería Tom,+54 264 420 2077,no,,,locksmith,San Juan
Burger King,+54 264 4991988,no,,https://www.burgerking.com.ar,fast_food,San Juan
Macnum,+5492644804468,si,,https://www.macnumpro.com.ar,computer,San Juan
Carnes Aguilera,+54 264 4286388,no,cerrozul.adm@gmail.com,https://abastocarnesaguilera.com,butcher,San Juan
Moksha,+54 264 553 0364,no,,https://mokshasj.com/,cosmetics,San Juan
Farmacia San Benito,+54 264 4215650,no,,,pharmacy,San Juan
Vereda Sur Café Resto-Bar,+54 264 4709142,no,,,cafe,San Juan
Farmacia Buenaventura IV,+54 264 5266624,no,,https://www.fciabuenaventura.com.ar,pharmacy,San Juan
Travel Rock,+54 264 4229005,no,,https://travelrock.com.ar,travel_agency,San Juan
Enacom,+54 264 420 4081,no,,,telecommunication,San Juan
Clapton Vinos & Cafe,+54 264 4228786,no,,,cafe,San Juan
Alessi,+54 264 4217789,no,,,hairdresser,San Juan
Tecnocompro.com,,no,localrivadavia190@groupmobile.com.ar,https://tecnocompro.com,mobile_phone,San Juan
Registro General Inmobiliario,+54 264 420 1061,no,,https://www.jussanjuan.gov.ar/registro-inmobiliario/,government,San Juan
Hoffman Instrumentos Musicales,+54 264 4210446,no,ventasweb@hoffmannmusica.com.ar,https://www.hoffmannmusica.com.ar,musical_instrument,San Juan
Rihanna,+54 264 6314337,no,rihannaclub25@gmail.com,https://rihannaclub.mitiendanube.com,clothes,San Juan
Nono Chicho,+54 264 423 8948,no,nonochichosj@gmail.com,https://nonochicho.com.ar,restaurant,San Juan
Veterinaria Seres,+54 264 422 1184,no,,,veterinary,San Juan
Aromas y Sabores,+542644264925,no,,,bakery,San Juan
Palo Santo,+542645026895,no,,https://www.facebook.com/palosanto.herboristeria,herbalist,San Juan
La Ternerita,+542645545474,no,,https://www.facebook.com/AgostinaAdaroMartinGaleote,butcher,San Juan
Verificación Técnica San Juan,+54 264 422 8822,no,,,car_repair,San Juan
Cerrajería En Rivadavia,+54 9 264 499 3900,si,,https://www.facebook.com/CerrajeroRivadavia,locksmith,San Juan
Escuela Abenhamar Rodrigo,+54 264 430 2198,no,,,school,San Juan
Centro Educativo de Nivel Secundario 174,+54 264 430 7647,no,,,school,San Juan
Centro de Educación Física 20,+54 264 430 7700,no,,,school,San Juan
Colegio Parroquial de Santa Lucía - Secundario,+54 264 425 3757,no,,,school,San Juan
Escuela de Capacitación Laboral Domingo Matheu,+54 264 430 7696,no,,,school,San Juan
Escuela EPET Nº 8,+54 264 430 2245,no,,,school,San Juan
Escuela José Artistóbulo García,+54 264 430 7692,no,,,school,San Juan
Colegio Secundario Juan Pablo Echagüe,+54 264 430 2214,no,,,school,San Juan
Escuela Nocturna María Elisa Rufino León,+54 264 430 7575,no,,,school,San Juan
Escuela de Capacitación Laboral Agustín Delgado,+54 264 430 7620,no,,,school,San Juan
Franco Lubricentro,4276399,no,,,car_repair,San Juan
Unidad Educativa para Adultos 10,+54 264 430 7625,no,,,school,San Juan
Escuela Nivel Inicial 8,+54 264 430 7588,no,,,kindergarten,San Juan
Escuela General Mariano Bartolomé Carreras - Turno Tarde,+54 264 430 7593,no,,,school,San Juan
Escuela Nocturna Pedro Pascual Ramirez,+54 264 430 7589,no,,,school,San Juan
Colegio Presbítero Francisco Perez Hernandez - Secundario,+54 264 426 4046,no,,https://cph.edu.ar/,school,San Juan
Escuela Anexo Nocturna Ángel Salvador Martín,+54 264 430 7686,no,,,school,San Juan
Centro Educativo de Nivel Secundario 134,+54 264 430 7659,no,,,school,San Juan
Escuela Carlos Maria de Alvear - Turno Tarde,+54 264 430 7825,no,,,school,San Juan
Colegio Secundario Monseñor José Américo Orzali,+54 264 424 0448,no,orzaliescsj@speedy.com.ar,https://hnasrosarinas.org/rosarinas/index.php/que-hacemos/mision/comunidades/instituto-monsenor-jose-orzali-rawson-san-juan,school,San Juan
Colegio Secundario San Vicente de Paul,+54 264 428 5206,no,,,school,San Juan
Colegio Santa Teresita del Niño Jesús - Secundario,+54 264 434 3623,no,,,school,San Juan
Escuela de Educación Especial Bilingüe para Sordos,+54 264 430 2079,no,,,school,San Juan
Excellence College - Nivel Inicial,+54 264 428 0380,no,,http://www.excellencecollege.com.ar/,kindergarten,San Juan
Escuela Leopoldo Corretjer,+54 264 430 7662,no,,,school,San Juan
Escuela Nivel Inicial 11 Marta Giménez Pastor,+54 264 430 7660,no,,,kindergarten,San Juan
Misión Monotécnica y Extensión Cultural 14,+54 264 430 7855,no,,,school,San Juan
Escuela Nocturna Ángel Salvador Martín,+54 264 430 7667,no,,,school,San Juan
Escuela Nocturna Dr. Carlos María Biedma,+54 264 430 7826,no,,,school,San Juan
Escuela Secundaria Patricias Mendocinas,+54 264 430 7854,no,,,school,San Juan
Colegio Santa Teresita del Niño Jesús - Nivel Inicial,+54 264 434 3623,no,,,school,San Juan
Unidad Educativa para Adultos 9,+54 264 430 2179,no,,,school,San Juan
Escuela 9 de Julio,+54 264 430 7531,no,,,school,San Juan
Anexo Taller Protegido Escuela de Educación Especial Alfredo Fortabat,+54 264 430 7544,no,,,school,San Juan
División Agencias Privadas de Vigilancia,+54 264 422 2950,no,,,police,San Juan
Escuela Antonio Torres - Turno Tarde,+54 264 430 7723,no,,,school,San Juan
Farmacia Trinidad,+54 264 4277369,no,,,pharmacy,San Juan
Comisaría del Menor,+54 264 4222347,no,,,police,San Juan
Centro Educativo de Nivel Secundario 348 Madre Teresa de Calcuta,+54 264 430 7656,no,,,school,San Juan
Centro Educativo de Nivel Secundario 188,+54 264 430 7616,no,,,school,San Juan
Centro Educativo de Nivel Secundario 210,+54 264 430 2184,no,,,school,San Juan
Centro Educativo de Nivel Secundario 69,+54 264 430 7661,no,,,school,San Juan
Centro Educativo de Nivel Terciario 18,+54 264 430 7532,no,,,college,San Juan
Las Invernadas Restó,+54 264 4266571,no,,,restaurant,San Juan
Registro Único de Adopción,+54 264 427 3940,no,registroadopcion-sjn@jussanjuan.gov.ar,,courthouse,San Juan
Registro Civil y Capacidad de las Personas,0800 333 3659,no,info.registrocivil@sanjuan.gov.ar,https://registrocivil.sanjuan.gob.ar,government,San Juan
Secretaría Social,+54 264 427 3940,no,secsocial-sjn@jussanjuan.gov.ar,,courthouse,San Juan
Pizza La Regional,+54264 421-0385,no,,,restaurant,San Juan
Cerrajería GM,+54 9 264 504 0017,si,,,locksmith,San Juan
Farmacia Valentina,+54 264 426 5606,no,,,pharmacy,San Juan
Laboratorio de Análisis Clínicos Benavidez,+54 264 423 5239,no,laboratoriobenavidez@gmail.com,,laboratory,San Juan
Instituto Superior Escuela de Bibliotecología,+54 9 0264 430-7559,si,,https://sites.google.com/view/inst-bibliotecologia,college,San Juan
Consultorio Dental “Dr. Jorge Sekulin”,+542644234677,no,,,dentist,San Juan
Farmacia San Benito,+54 264 4276848,no,,,pharmacy,San Juan
Saúl Saidel,+54 264 4222700,no,consultasweb@saulsaidel.com,https://saideltumundo.com,travel_agency,San Juan
Grimoldi,+54 264 4800387,no,,https://www.grimoldi.com,shoes,San Juan
Bolsa de Comercio de San Juan,+54 264 429 1999,no,info@bolsasanjuan.com.ar,https://www.bolsasanjuan.com.ar/,accountant,San Juan
Panissimo,+54 9 0264 425-1340,si,,,bakery,San Juan
Heladería di Roma,+54 9 264 631 2323,si,,,ice_cream,San Juan
Farmacia Don Bosco 2,+54 264 427 6089,no,,,pharmacy,San Juan
Miodowsky Automotores,+54 264 410 2839,no,,,car,San Juan
Richetta Pastas,+54 264 662 6863,no,,https://www.instagram.com/richettapastas,pasta,San Juan
Farmacia Del Solar,4220410,no,,,pharmacy,San Juan
El Fortín Barzar,+54 264 410 1528,no,elfortinbazar@gmail.com,https://www.facebook.com/Elfortinbazar,variety_store,San Juan
Grido,+54 9 0264 466-4677,si,,,ice_cream,San Juan
Mitre Bus Viajes y Turismo,+54 264 4192852,no,,,travel_agent,San Juan
El Rural,+54 264 4228960,no,,,furniture,San Juan
Del Parque,+54 9 0264 425 4964,si,,,ice_cream,San Juan
Transporte Silvio,+54 264 425 2370,no,,,logistics,San Juan
Farmacity,+54264 420-1880,no,,https://www.farmacity.com,pharmacy,San Juan
Heladería del Parque,+542645733410,no,,,ice_cream,San Juan
Farmacia Colón,+54 264 425 2850,no,,,pharmacy,San Juan
Punto Salud,+54 264 486 1349,no,,https://www.facebook.com/PUNTO-SALUD-Consultorios-Medicos-1612315889033835/,clinic,San Juan
El Shopping de las Mascotas,+54 264 425 2075,no,,,pet,San Juan
Nueva Farmacia Las Moreras,+54 264 425 4400,no,,,pharmacy,San Juan
Fettiche Piadinas,+54 264 672 5755,no,,http://fettichepiadinas.com/,fast_food,San Juan
Centro Láser,+54 264 422 2691,no,,,clinic,San Juan
Deifonte,+54 264 422 1152,no,,,events_venue,San Juan
Corralón Ridao,+54 264 422 1152,no,,,hardware,San Juan
Servi Viandas,+54 264 420 4669,no,,,fast_food,San Juan
Fedemi,+54 264 4215118,no,fedemi@fedemi.com.ar,https://fedemi.com.ar,agrarian,San Juan
Farmacia Familifarma,+54 264 4204122,no,,https://familifarma.com/,pharmacy,San Juan
Doña Nena - Empanadas artesanales,+54 264 427 8464,no,,,fast_food,San Juan
La Pollería de Santa Lucía,+54 264 545 6494,no,,,frozen_food,San Juan
Farmacia María Auxiliadora,+54 264 425 0967,no,,,pharmacy,San Juan
Farmacia Del Bono,+54 264 5266624,no,,https://www.fciabuenaventura.com.ar,pharmacy,San Juan
Impresora Rocamora,+54 264 425 0969,no,,,copyshop,San Juan
Clínica veterinaria San Juan,+54264 4210338,no,,,veterinary,San Juan
Veterinaria Mis Amigos,+54 264 425 4488,no,,,veterinary,San Juan
Andreani,+54 810 122 1111,no,,https://www.andreani.com,post_office,San Juan
Buenos Aires - Servicio de Lunch,+54 264 421 0297,no,,,caterer,San Juan
Sanatorio Mayo,+54264 4228300,no,,https://gmitresalud.com.ar/sanatorio-mayo/,clinic,San Juan
Cochería San Juan,+54 264 422 0802,no,info@cocheriasanjuan.com,https://cocheriasanjuan.com,funeral_directors,San Juan
Hospital Privado Nariz Garganta y Oído,+54264 422 2475,no,,https://www.hpnarizgargantaoido.com/,clinic,San Juan
Farmacia Santa Gema,+544200092,no,,,pharmacy,San Juan
Ethical Centro Médico,+54264 4225571,no,,,clinic,San Juan
Farmacia Sarmiento,+54264 4228083,no,,,pharmacy,San Juan
Farmacia Virgen del Mar,+54 264 420 3668,no,,,pharmacy,San Juan
i-TiC,+542644018969,no,info@i-tic.com,https://www.i-tic.com/,yes,San Juan
Cerveza Artesanal Cumbre,+54 264 502 9090,no,,,brewery,San Juan
Snaks La Estrella,+54 264 403 1499,no,,,convenience,San Juan
Miniferia Correa,+54 264 9 410 1711,no,,,greengrocer,San Juan
Farmacia San Francisco,+54 264 422 6836,no,,,pharmacy,San Juan
Fiore Automotores,+54 264 501 1662,no,,,car,San Juan
Clínica Doctor Raúl Miñana,+54264 4382197,no,,,dentist,San Juan
Electromax,+54 264 660 6217,no,,,computer,San Juan
La Carmen Comidas,+54 9 264 412 0446,si,,,fast_food,San Juan
Movil Centro,+54 264 4223816,no,,,car_parts,San Juan
Farmacia Los Andes,+542644231301,no,,,pharmacy,San Juan
Centro de Copiado Alvear,,no,copiadoalvear@gmail.com,,copyshop,San Juan
Clínica Veterinaria San Martín de Porres,+54 264 4263827,no,veterinaria-sanmartindeporres@hotmail.com,https://www.veterinariasanmartindeporres.milink.guru,veterinary,San Juan
Farmacia Matías,+54 264 426 4753,no,,,pharmacy,San Juan
Escuela Nacional de Experimentación y Realización Cinematográfica,+54 264 426 6956,no,info.cuyo@enerc.gob.ar,,college,San Juan
Instituto Quirúrgico Veterinario,+54 264 548 3678,no,,,veterinary,San Juan
Panísimo,+542644202879,no,,,bakery,San Juan
"Lubricentro ""Los Andes""",+542644125729,no,,,car_parts,San Juan
F1 Neumaticos,+54 9 4237064,si,ventasrivadaviagrupof1@hotmail.com,https://www.grupof1neumaticos.com,tyres,San Juan
Detailing Garage,+542645854446,no,,,car_wash,San Juan
Indice,+542644266709,no,,,clothes,San Juan
Josmar Autorepuestos,+542644231330,no,,,car_parts,San Juan
Quartz Auto Services,+542644036274,no,,,car_repair,San Juan
Centro Educativo Terapeutico y Centro de día Pertenecer,+54 264 426 0731,no,nslapaz@hotmail.com,,clinic,San Juan
Consultorio Odontologico Sánchez,+54 264 5788288,no,drjavier36@hotmail.com,,dentist,San Juan
Celsa,+54264 4227065,no,,,clinic,San Juan
Cipriano,+54 264 4201551,no,,https://www.facebook.com/ciprianosanjuan/,restaurant,San Juan
Servicentro San Juan,+54 264 421-8293,no,,,car_repair,San Juan
Verdulería La Esquina,+54 264 545 4011,no,,https://la-esquina-frutas-y-verduras.negocio.site/,greengrocer,San Juan
Barbería y peluquería Alto Estilo,+54 264 502 6675,no,,,hairdresser,San Juan
Tecnobytes,+54 264 4212721,no,,,computer,San Juan
Farmacia Corona,+54 264 4212196,no,info@farmaciacorona.com,http://www.farmaciacorona.com,pharmacy,San Juan
Feeka Market,+54 9 264 585 9334,si,,https://fikamarket.com.ar/,health_food,San Juan
EPRE San Juan,08003336666,no,reclamos@epresanjuan.gob.ar,https://epresanjuan.gob.ar,government,San Juan
Farmacia Santa Lucía,+54 264 425 3000,no,,,pharmacy,San Juan
ASAAR,+54 264 427 5409,no,info@asaarsj.com,http://asaarsj.com,yes,San Juan
Grupo Somos - Centro gráfico integral,+54 9 264 559 6122,si,somoscarteleria@gmail.com,https://www.instagram.com/gruposomos.centrografico/,copyshop,San Juan
Medical,+54 264 4220440,no,,https://medicalconsultoriosmedicos.negocio.site/,doctors,San Juan
Red Radiológica San Juan,+54 264 421 6726,no,,,doctors,San Juan
Instituto Laprida,+54 264 5808222,no,,,educational_institution,San Juan
Farmacia Rawson,+54 264 4227080,no,,,pharmacy,San Juan
Consultorio de Kinesiologia Y Fisioterapia Garcia,+542645801111,no,lic.garciasebastian@gmail.com,,doctors,San Juan
DOI Digital,+54 264 544-1718,no,sanjuan@doidigital.com.ar,https://www.doidigital.com.ar/,dentist,San Juan
Óptica Emylent,+54 264 4215048,no,,,optician,San Juan
Eoftalmo,+54 264 421 7724,no,eoftalmo76@gmail.com,https://www.eoftalmo.com,clinic,San Juan
Instituto Privado De Resonancia Magnetica,+54 264 427 4688,no,institutoprivadormi@speedy.com.ar,,clinic,San Juan
Vacunatorio Provincial,+54 264 4225072,no,,,vaccination_centre,San Juan
Ideas,+54 264 421 2113,no,,,variety_store,San Juan
Juana Accesories,+54 264 462 0417,no,,https://instagram.com/accesoriosjuanasj,gift,San Juan
Cerrajería Berta,+54 264 504 6066,no,,,locksmith,San Juan
GNC Ortiz,+54 264 673 6213,no,,,car_repair,San Juan
Lavandería San Cayetano,+54 264 457 0486,no,,,laundry,San Juan
Buena Onda Comidas,+54 264 506 4447,no,,,bakery,San Juan
Cerrajería Piko`s,+54 264 422 5295,no,,,locksmith,San Juan
MR Lomos,+54 264 4230608,no,,,restaurant,San Juan
Distribuidora Coll,+54 264 4777760,no,,,beverages,San Juan
Cereales del Sol,+54 264 4237372,no,,,pet,San Juan
Científica Cuyo,+54 264 4222823,no,,,optician,San Juan
Dharma,+54 264 5299299,no,,https://dharmasanjuan.com.ar,clothes,San Juan
RC Sneakers,,no,rcsneakersarg@gmail.com,,shoes,San Juan
Óptica Campos,+54 264 421 6767,no,,,optician,San Juan
Confitería El Águila,+54264 4222570,no,,,cafe,San Juan
Juzgado Federal de San Juan 2,+54 264 427 2883,no,jfsanjuan2@pjn.gov.ar,,courthouse,San Juan
Fundación Instituto Alemán,+54 264 421 3409,no,,http://www.gzsanjuan.com.ar/,school,San Juan
UPCN Coseguro,+54 264 422 5265,no,,,company,San Juan
Registro Automotor 4,+54 264 421 7799,no,,,government,San Juan
Liga Sanjuanina de Fútbol,+54 264 421 4504,no,,,association,San Juan
SMI Emergencias,+54 264 4204343,no,,https://www.smisanjuan.com.ar,clinic,San Juan
Kronos - Centro Médico de Alto Rendimiento,+54 264 4221470,no,,,clinic,San Juan
Farmacia Urbana,+54 264 4210909,no,,,pharmacy,San Juan
Obras Sanitarias Sociedad del Estado,+54 264 429 4000,no,,https://www.ossesanjuan.com.ar/,water_utility,San Juan
"Facultad de Filosofía, Humanidades y Artes-UNSJ",+54 264 4222643,no,,,university,San Juan
Superintendencia de Servicios de Salud,+542644278043,no,sanjuan@sssalud.gob.ar,https://www.argentina.gob.ar/sssalud,government,San Juan
Clínica Mattar Spengler,+54 264 4223331,no,administracion@mattarspengler.com,https://clinicamattarspengler.com,clinic,San Juan
Colegio Bilingüe Saint Louis,+54 264 443 4519,no,,http://www.gatewaysanjuan.edu.ar/web/,school,San Juan
Asociación Mutual Círculo de Suboficiales del Ejército,+54 264 422 0008,no,cirsesanjuan@yahoo.com.ar,https://sitioweb.cirse.org.ar/,association,San Juan
Colegio Médico de San Juan,+54 264 4217700,no,calidad@colegiomedico.org.ar,https://colegiomedico.org.ar,company,San Juan
Café Martínez,+54 264 4210950,no,sanjuancentro@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,San Juan
Óptica Birle,+54 264 4218240,no,opticabirle@yahoo.com.ar,https://www.optica-birle.com,optician,San Juan
Amugenal,+54 264 4273596,no,,https://www.ampgn.com.ar,association,San Juan
CAVIG,+54 264 4222321,no,,,government,San Juan
Mountain Camperas de Egresados,,no,ventas@egresadosmountain.com,https://www.egresadosmountain.com,clothes,San Juan
Marce Fast Food,+54 264 4137093,no,,,fast_food,San Juan
Cochería San José,+54 264 4223605,no,,,funeral_directors,San Juan
Sabore Comidas,+54 264 4981289,no,,,fast_food,San Juan
CIICAP,+54 264 432 2369,no,,,school,San Juan
Neozoo,+54 264 4239863,no,,https://www.neozoo.com.ar,pet,San Juan
Escuela Clara Rosa Cortinez,+54 264 430 7518,no,,,school,San Juan
Banco Macro,+54 810 555 2355,no,,https://www.macro.com.ar/,bank,San Juan
Veterinaria Aramburu,+54 264 4234406,no,,,veterinary,San Juan
Al mate Sulpay,+54 9 264 6713212,si,,,supermarket,San Juan
Laboratorio Central,+54 264 4226360,no,,,laboratory,San Juan
Clínica del Sol,+54 264 4272227,no,info@clinicadelsolsanjuan.com,https://clinicadelsolsanjuan.com,clinic,San Juan
BioSalud Clínica Integral,+542644217168,no,clinicabiosaludadm@gmail.com,https://clinicabiosalud.com,clinic,San Juan
Hospital Privado del Colegio Médico de San Juan,+54 264 4308500,no,rrhh@colegiomedico.org.ar,,hospital,San Juan
Inyectables San Juan,+54 264 4320422,no,info@inyectablesanjuan.com,https://www.inyectablesanjuan.com,vaccination_centre,San Juan
Peluqueen Barbería,+54 264 501 8566,no,,,hairdresser,San Juan
Ferretería La Unidad,+54 264 425 2317,no,,,hardware,San Juan
Martín Suspensión,+542645128665,no,martinsuspension@hotmail.com.ar,,car_parts,San Juan
Cochería de Capital,+54 264 4309656,no,,,funeral_directors,San Juan
Clínica de la Ciudad,+54 264 4272927,no,contacto@clinicadelaciudad.com.ar,https://clinicadelaciudad.com.ar,clinic,San Juan
Turismo Bacur,+54 264 4204123,no,,http://turismobacur.tur.ar,travel_agency,San Juan
Clínica Tahué,+54 264 4204571,no,,,clinic,San Juan
SIEM,+54 264 4202014,no,,,clinic,San Juan
Andesmar Cargas,+54 264 5149728,no,,,post_office,San Juan
Dirección de Género,+54 264 4222713,no,,,government,San Juan
Integral Distribuciones,+542644226461,no,integraldistribuciones@hotmail.com,https://www.libreriaintegral.com/,stationery,San Juan
Pingüina,+54 264 467 2785,no,,,clothes,San Juan
Sanatorio Argentino,+54 264 4303030,no,,http://www.sanatorioargentino.com.ar,clinic,San Juan
Gallerano,+54 264 4221090,no,,,seafood,San Juan
Cerrajería,+54 264 672 4186,no,,,locksmith,San Juan
Rock n Beard,+54 264 443 5689,no,,,hairdresser,San Juan
Q' Bien Copia,+54 264 455 6380,no,,,copyshop,San Juan
Opción El Crédito Rápido,+54 264 4213188,no,,https://www.creditoopcion.com.ar,financial,San Juan
Las Malvinas Palomar,,no,info@heladerialasmalvinas.com,https://www.heladerialasmalvinas.com,ice_cream,San Juan
